student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
3261,22,Female,5.09,5.04,5.29,87.64,Casual,3.82,10.55,268.55,11.74,Low,52.2
3262,24,Male,7.57,2.68,5.13,65.64,FPS,2.64,13.27,235.07,17.84,Low,14.74
3263,24,Other,1.66,2.62,4.11,95.34,Casual,0.85,7.31,304.4,9.34,Medium,60.3
3264,20,Female,7.91,4.82,6.89,60.19,FPS,1.43,12.7,218.71,20.46,Low,19.05
3265,16,Male,6.65,7.79,4.75,99.16,FPS,2.89,10.41,254.39,16.96,High,67.49452948807517
3266,16,Female,4.71,8.56,4.06,66.71,Casual,1.58,6.19,252.63,10.7,High,61.66
3267,21,Female,5.3,9.81,4.52,89.68,FPS,3.91,7.41,256.9,10.4,High,87.36057937284542
3268,17,Female,5.19,1.67,5.57,61.6,FPS,1.87,7.47,246.03,10.49,Low,24.24
3269,23,Female,0.47,2.95,7.35,77.26,RPG,0.57,1.64,312.53,2.0,Medium,69.95
3270,24,Female,1.74,7.81,5.01,85.21,Casual,3.91,3.25,311.83,5.11,High,94.37
3271,19,Male,7.69,5.87,8.44,62.81,FPS,3.49,10.16,232.44,14.68,Low,47.48
3272,20,Female,4.27,3.95,5.44,77.73,FPS,1.27,5.72,259.55,11.76,Medium,39.14
3273,23,Female,3.03,2.85,5.66,72.13,FPS,4.91,4.88,278.42,9.8,Medium,57.94
3274,18,Male,6.1,3.52,5.09,79.93,FPS,2.02,7.37,243.01,14.42,Low,27.17
3275,20,Male,4.2,4.86,5.27,80.18,FPS,3.4,7.28,261.26,12.95,Medium,57.01
3276,18,Other,0.11,2.59,4.37,91.41,Casual,4.55,5.22,321.41,4.05,Medium,56.23
3277,18,Female,5.89,9.68,5.47,64.94,FPS,0.78,10.95,271.16,14.86,High,80.6085841346127
3278,18,Female,5.86,1.97,8.3,63.31,RPG,4.4,11.38,244.09,14.58,Low,26.49
3279,22,Female,1.32,9.87,7.44,76.08,Casual,3.52,6.05,323.46,4.37,Medium,108.65529166457137
3280,22,Female,7.65,8.58,8.38,95.5,RPG,0.84,9.87,228.16,16.4,Low,77.66253608932311
3281,22,Female,1.79,4.81,4.52,94.21,FPS,3.32,6.3,301.74,3.75,Medium,77.92
3282,23,Female,3.66,7.66,6.28,82.4,RPG,4.37,8.43,278.69,9.54,Medium,84.23380926096776
3283,20,Male,0.92,7.04,5.15,95.55,Casual,4.0,4.64,292.0,1.36,High,98.04
3284,20,Female,4.83,2.92,7.61,92.21,FPS,3.8,9.87,266.59,10.58,Medium,47.53
3285,19,Female,3.0,4.05,8.85,71.12,FPS,0.81,4.36,259.68,9.14,Medium,57.49
3286,22,Female,2.83,5.62,8.08,66.8,FPS,0.95,6.8,288.13,10.01,Medium,83.37
3287,19,Female,6.62,6.74,4.18,72.05,RPG,2.74,10.02,242.19,13.27,Low,38.83
3288,17,Female,0.08,5.89,5.58,69.08,FPS,2.9,5.11,303.69,4.42,Medium,77.99
3289,19,Male,6.38,5.26,4.14,84.91,Casual,4.72,8.02,244.09,12.4,Low,49.15
3290,23,Male,4.57,4.99,4.2,83.4,RPG,2.34,6.63,262.23,8.84,Medium,59.34114857997725
3291,24,Male,7.89,5.48,4.4,83.94,RPG,1.51,11.68,223.78,20.46,Low,40.11691373894256
3292,18,Male,4.72,4.91,5.38,67.57,Casual,0.95,10.46,261.92,10.12,Medium,54.82
3293,22,Other,0.44,5.87,5.52,91.67,FPS,0.27,1.86,308.83,-1.98,Medium,84.37
3294,24,Male,0.41,8.99,6.0,77.35,Casual,0.34,5.13,315.84,1.85,Medium,100.0
3295,19,Male,7.07,6.7,6.02,78.9,RPG,2.87,9.1,243.82,13.95,Low,53.88
3296,18,Female,6.73,7.5,7.86,99.88,RPG,0.88,8.26,236.85,13.48,Low,75.9995902669371
3297,20,Female,2.77,6.38,4.71,71.29,FPS,4.26,5.74,286.26,3.58,Medium,72.95
3298,16,Male,4.94,6.79,4.79,75.77,RPG,2.98,8.86,267.21,12.54,Medium,60.5
3299,18,Female,3.92,6.21,7.13,87.06,RPG,4.32,9.06,295.66,14.2,Medium,76.23
3300,23,Female,7.74,1.24,6.86,95.22,RPG,2.14,11.91,225.19,18.17,Low,22.04
3301,23,Male,7.6,10.0,4.77,65.07,FPS,2.98,11.06,211.78,16.49,High,75.02480268624527
3302,19,Male,7.87,1.3,8.26,89.4,FPS,2.63,10.3,216.59,18.29,Low,18.69
3303,17,Female,6.93,4.56,5.65,96.73,RPG,4.93,9.39,242.86,15.24,Low,49.02
3304,23,Female,7.28,1.95,5.83,76.92,RPG,3.98,12.13,247.77,17.1,Low,25.03
3305,23,Female,1.74,1.87,6.1,71.47,RPG,2.98,3.31,289.66,4.1,Medium,54.31
3306,19,Male,6.65,8.14,5.61,87.11,RPG,3.03,8.38,239.77,14.6,High,83.53725521458709
3307,18,Male,5.67,4.83,6.79,69.84,FPS,1.24,10.27,252.15,12.82,Low,49.22
3308,17,Female,7.7,8.21,5.94,75.37,FPS,3.67,13.51,219.91,15.05,High,66.00177190899166
3309,24,Male,4.57,3.46,5.3,95.88,RPG,4.91,6.17,280.51,13.64,Medium,48.88
3310,16,Male,0.68,3.31,8.52,83.61,RPG,0.65,4.73,323.48,4.44,Medium,82.0
3311,22,Female,4.78,3.26,5.54,63.8,RPG,3.19,6.98,266.08,9.26,Medium,37.73
3312,20,Male,5.49,6.55,7.49,73.19,Casual,2.59,6.62,249.92,12.25,Low,66.29
3313,23,Female,1.76,8.33,5.74,85.09,Casual,4.25,6.92,308.44,3.84,High,85.7
3314,19,Female,3.15,5.07,6.18,79.26,FPS,0.0,6.69,287.34,8.83,Medium,65.38
3315,22,Male,4.79,4.41,5.18,86.41,RPG,0.68,5.91,258.15,11.63,Medium,49.31
3316,20,Female,2.99,9.76,7.76,90.46,RPG,0.19,8.47,293.83,10.79,Medium,96.94
3317,20,Male,3.0,2.05,7.69,79.22,FPS,0.81,6.68,287.69,8.98,Medium,60.28
3318,24,Female,1.06,5.38,4.11,99.48,Casual,3.54,5.75,290.67,4.09,Medium,79.45
3319,24,Male,7.53,4.68,4.3,96.59,RPG,0.7,10.65,219.72,18.67,Low,23.84
3320,24,Male,6.0,1.88,8.61,62.4,Casual,3.11,7.92,234.71,11.86,Low,38.05
3321,21,Female,0.01,3.41,8.44,70.66,Casual,4.34,3.34,330.19,2.28,Medium,80.86
3322,21,Male,6.12,1.26,6.53,72.02,FPS,0.17,8.56,239.54,12.0,Low,24.33
3323,20,Female,5.92,8.89,6.47,67.37,FPS,0.13,8.4,255.23,13.54,Low,72.09936997169508
3324,24,Male,0.08,6.47,8.06,72.48,FPS,4.95,4.3,340.76,5.26,Medium,83.34
3325,23,Male,2.96,8.34,4.69,76.99,FPS,3.37,4.43,292.42,8.2,High,75.59
3326,22,Female,4.85,5.69,7.27,62.06,FPS,0.7,7.84,257.61,13.04,Medium,56.33
3327,22,Male,3.62,6.4,6.38,65.09,Casual,1.53,7.35,269.12,11.33,Medium,78.22
3328,21,Male,6.22,7.31,7.72,63.85,Casual,4.93,10.77,242.3,14.57,Low,67.55371856459062
3329,20,Female,3.4,9.17,4.15,61.85,RPG,1.14,7.56,268.92,7.13,High,71.27
3330,19,Female,1.23,1.83,6.96,79.26,Casual,3.76,6.66,293.8,1.47,Medium,61.79
3331,18,Female,7.81,3.98,6.78,73.35,FPS,1.21,13.77,218.23,16.43,Low,34.71
3332,18,Other,1.94,7.38,8.2,97.42,RPG,1.99,7.63,302.04,6.96,Medium,100.0
3333,21,Male,5.74,9.63,7.38,64.11,FPS,4.4,10.56,245.91,9.82,Low,93.10530198866469
3334,19,Female,1.15,9.83,8.4,97.04,FPS,0.14,5.58,303.95,4.87,Medium,100.0
3335,21,Male,2.63,6.74,8.44,63.46,FPS,1.54,3.81,293.13,6.84,Medium,84.73
3336,18,Female,3.54,2.74,6.04,84.77,RPG,2.44,7.21,284.79,5.79,Medium,53.49
3337,19,Male,1.54,2.07,4.69,69.91,FPS,3.13,5.86,282.23,7.0,Medium,52.36
3338,24,Other,3.6,9.51,7.15,93.07,FPS,0.14,6.66,259.57,7.89,Medium,100.0
3339,20,Female,1.26,4.91,8.37,62.46,RPG,2.05,4.18,301.02,0.71,Medium,82.35
3340,22,Female,4.47,2.75,4.37,98.1,RPG,1.72,8.18,255.21,7.41,Medium,46.92642435697705
3341,17,Female,5.31,9.41,6.79,61.89,FPS,0.13,10.84,264.83,13.27,Low,82.68381259990215
3342,20,Female,0.5,1.94,4.57,69.64,FPS,1.78,2.8,309.36,2.32,Medium,51.76
3343,24,Female,6.97,7.57,4.13,78.57,Casual,4.66,9.97,254.34,15.41,High,51.9348063537041
3344,18,Male,1.48,6.63,7.4,90.24,FPS,1.37,5.75,297.36,7.17,Medium,99.96
3345,24,Male,1.8,1.79,7.41,98.04,Casual,2.93,3.73,301.49,4.69,Medium,74.11
3346,21,Male,5.29,4.05,7.0,77.12,FPS,1.49,10.46,249.85,12.0,Low,52.81
3347,19,Male,3.75,2.35,8.3,90.29,RPG,0.53,8.08,279.88,9.02,Medium,62.485331703393236
3348,22,Female,4.0,6.44,4.4,89.09,RPG,1.45,6.76,277.1,11.54,Medium,67.45
3349,23,Female,1.03,5.29,4.53,82.85,Casual,2.35,5.64,316.52,2.12,Medium,78.39
3350,21,Female,6.45,1.04,8.32,87.64,FPS,1.48,8.85,241.26,14.42,Low,34.05
3351,20,Other,4.94,9.78,6.52,61.52,FPS,3.12,9.81,273.42,12.73,Medium,88.71
3352,21,Female,1.08,4.15,5.37,77.66,Casual,4.75,2.43,310.04,4.88,Medium,66.64
3353,20,Male,2.99,3.32,7.69,91.43,RPG,0.35,6.12,277.69,7.77,Medium,68.8
3354,23,Male,6.48,3.0,8.47,78.97,Casual,3.59,8.79,235.88,12.2,Low,40.58
3355,16,Male,4.55,2.43,7.45,94.94,Casual,0.01,9.63,272.69,12.02,Medium,47.22
3356,22,Male,0.87,9.99,7.96,93.35,RPG,0.01,5.63,322.2,5.56,Medium,100.0
3357,17,Female,2.98,3.66,5.41,94.54,Casual,0.66,8.19,273.02,8.84,Medium,66.06
3358,24,Female,1.94,4.65,5.44,65.2,RPG,2.4,6.2,304.23,8.2,Medium,61.8
3359,16,Female,4.14,8.84,8.32,69.77,RPG,0.24,9.12,255.46,8.16,Medium,91.9
3360,21,Female,6.75,6.78,7.07,61.18,RPG,3.61,9.94,232.83,14.78,Low,61.64389116766091
3361,24,Female,3.49,4.32,5.17,99.31,RPG,0.15,7.88,283.02,9.19,Medium,59.06
3362,16,Male,3.47,9.08,6.62,69.45,RPG,2.48,4.63,269.88,9.06,Medium,93.05
3363,19,Female,7.24,7.75,7.43,74.68,Casual,3.38,12.64,247.78,18.98,Low,63.251431964378924
3364,19,Male,4.61,3.05,5.09,71.0,RPG,1.19,9.03,270.77,11.48,Medium,37.42
3365,24,Male,4.53,6.79,7.27,61.59,RPG,2.9,9.86,253.82,11.0,Medium,63.56
3366,20,Male,2.1,9.3,4.21,70.45,RPG,1.31,6.95,301.35,7.0,High,91.51
3367,20,Female,4.86,5.47,5.52,63.93,FPS,1.07,7.29,248.48,8.65,Medium,58.57
3368,21,Male,4.61,7.6,7.37,75.77,FPS,4.09,6.97,264.72,9.42,Medium,79.26
3369,16,Male,3.17,9.74,4.75,98.67,FPS,1.66,8.17,290.73,9.98,High,100.0
3370,16,Female,7.93,7.21,5.11,87.93,RPG,4.07,9.85,231.93,17.53,High,54.05198013821811
3371,24,Female,7.06,1.92,8.4,88.28,Casual,1.08,8.61,234.42,13.57,Low,37.25
3372,18,Male,6.0,3.2,7.37,78.13,RPG,1.78,7.08,244.56,10.98,Low,47.76
3373,19,Male,4.3,6.36,6.49,92.45,Casual,0.51,6.79,256.82,8.25,Medium,70.66
3374,16,Female,3.7,3.48,5.05,96.33,FPS,2.48,5.2,277.43,6.69,Medium,57.79
3375,24,Male,1.48,9.62,5.71,98.46,Casual,1.91,6.49,310.28,5.76,High,100.0
3376,23,Female,2.45,4.65,6.87,63.96,FPS,0.03,5.87,311.25,9.01,Medium,60.31
3377,17,Female,6.19,5.12,4.78,95.19,FPS,2.32,8.45,241.16,16.15,Low,53.06
3378,23,Male,3.63,7.31,6.41,69.0,Casual,0.37,7.64,284.91,7.42,Medium,72.12
3379,22,Male,7.06,5.72,6.04,75.89,FPS,4.18,8.41,242.92,15.45,Low,53.59991660669596
3380,21,Male,1.18,4.44,6.38,73.82,FPS,2.47,5.81,301.08,5.24,Medium,84.9
3381,16,Male,4.07,1.69,4.53,87.01,FPS,3.45,7.58,278.37,10.32,Medium,28.89
3382,22,Male,5.18,6.37,4.53,83.92,Casual,4.11,6.21,249.68,8.92,Low,61.19
3383,22,Female,4.13,8.81,8.82,64.36,RPG,0.26,6.73,273.01,8.08,Medium,90.55
3384,24,Male,7.11,7.17,8.9,91.31,FPS,1.69,11.86,232.57,17.28,Low,79.14089727608169
3385,16,Female,7.92,4.43,6.13,77.59,FPS,0.13,9.86,229.4,16.04,Low,30.1
3386,17,Female,0.93,2.15,7.94,60.09,FPS,0.25,6.74,314.07,4.95,Medium,60.98
3387,24,Male,1.04,8.35,7.28,76.58,FPS,0.19,6.52,302.23,2.79,Medium,100.0
3388,24,Male,1.04,9.48,4.58,80.65,Casual,2.39,5.93,307.42,3.55,High,97.02
3389,21,Male,5.45,4.49,5.48,62.75,Casual,2.25,6.84,253.31,8.93,Low,44.75
3390,21,Male,2.98,7.56,5.57,66.05,Casual,0.31,5.75,273.35,7.87,High,71.53
3391,19,Female,5.87,4.7,6.98,99.74,Casual,1.31,8.36,245.86,12.29,Low,68.12
3392,19,Male,3.24,5.52,6.9,94.85,Casual,1.22,4.93,275.33,7.86,Medium,76.99
3393,20,Female,5.02,8.53,8.62,65.33,Casual,1.48,11.02,248.49,12.31,Low,93.60329764135054
3394,18,Male,6.16,1.75,7.95,83.21,Casual,3.2,7.9,238.04,13.66,Low,45.54
3395,16,Male,4.39,5.77,8.28,75.17,Casual,3.49,6.97,264.74,13.68,Medium,68.02
3396,16,Female,4.32,2.93,8.46,81.75,RPG,1.7,9.72,268.71,10.29,Medium,57.93
3397,22,Female,0.71,4.06,8.01,78.82,FPS,3.94,2.43,299.04,3.26,Medium,71.8
3398,16,Male,3.29,6.8,5.66,61.93,RPG,2.09,6.64,292.52,6.94,Medium,65.23
3399,16,Male,4.37,1.25,5.08,72.62,RPG,2.61,10.25,273.69,11.42,Medium,24.22
3400,18,Female,3.7,6.34,6.86,65.02,RPG,0.73,5.94,274.75,9.47,Medium,74.74
3401,19,Male,7.21,3.55,7.45,79.56,Casual,1.16,11.73,221.29,17.25,Low,39.1
3402,19,Male,7.25,7.03,5.93,96.29,RPG,3.64,8.65,230.87,16.58,High,63.53797789507355
3403,17,Female,6.58,2.27,8.24,99.82,FPS,4.89,10.58,238.31,17.07,Low,47.805973707804874
3404,16,Female,3.0,7.62,8.8,97.77,FPS,3.52,5.7,273.2,8.68,Medium,100.0
3405,18,Female,5.74,6.81,6.85,99.43,Casual,0.27,10.24,239.5,15.57,Low,70.56
3406,19,Female,3.16,9.74,6.28,60.61,RPG,0.71,6.32,289.74,8.33,Medium,86.17
3407,18,Female,1.86,9.2,8.21,89.18,FPS,2.23,4.35,294.44,3.51,Medium,100.0
3408,23,Female,2.74,3.55,4.12,70.92,Casual,3.66,6.47,295.98,8.95,Medium,49.28
3409,16,Female,0.57,1.25,4.65,94.62,FPS,0.83,2.27,313.03,1.23,Medium,57.01
3410,17,Female,2.65,6.9,8.23,92.55,RPG,3.75,7.72,295.72,9.22,Medium,93.82
3411,22,Female,3.69,6.43,7.66,76.95,FPS,2.78,8.44,282.9,7.24,Medium,88.52
3412,19,Male,7.64,1.25,6.08,78.93,Casual,3.87,11.36,232.99,16.43,Low,20.314128200718496
3413,23,Male,2.51,2.1,8.44,70.6,Casual,2.79,5.35,301.71,5.06,Medium,49.54
3414,18,Female,7.22,6.26,5.76,71.55,RPG,3.01,12.8,234.36,18.01,Low,42.13
3415,21,Female,1.83,9.21,7.17,99.25,Casual,1.24,6.0,283.09,4.59,Medium,100.0
3416,24,Male,1.53,9.16,7.17,95.55,Casual,3.6,3.95,288.29,4.24,Medium,100.0
3417,16,Female,4.15,2.36,4.92,67.67,Casual,4.22,9.18,263.67,10.52,Medium,41.28
3418,16,Male,5.38,4.46,5.42,71.02,Casual,4.36,9.56,262.86,14.9,Low,41.88
3419,23,Female,0.35,1.39,8.58,64.35,Casual,0.15,1.99,311.8,2.46,Medium,69.37
3420,18,Female,1.77,5.22,4.92,99.55,RPG,3.12,3.34,300.81,4.9,Medium,85.98
3421,20,Female,3.65,7.78,4.87,96.29,RPG,4.95,9.34,281.56,10.19,High,87.17414670150777
3422,16,Male,2.65,8.11,6.4,82.08,FPS,2.93,5.09,289.84,4.99,Medium,94.02227168023447
3423,20,Female,5.7,5.49,4.46,87.72,FPS,0.86,10.02,228.69,11.81,Low,59.52
3424,21,Male,4.09,1.86,8.47,89.92,Casual,4.39,5.27,259.05,9.32,Medium,59.12
3425,23,Male,1.28,4.43,4.5,68.15,FPS,1.32,5.06,322.3,1.62,Medium,64.67
3426,18,Male,7.16,9.39,7.08,97.39,RPG,0.23,9.32,237.34,15.32,Low,97.24063262016568
3427,18,Female,2.34,3.07,5.7,81.07,FPS,2.15,4.04,264.92,5.74,Medium,59.48
3428,24,Male,5.85,3.88,8.02,63.7,RPG,0.5,10.72,250.5,11.31,Low,53.72
3429,19,Male,6.24,7.72,6.95,75.88,FPS,0.58,11.29,263.15,14.89,Low,80.03428674659627
3430,19,Female,7.71,7.6,5.94,84.07,Casual,2.32,12.29,230.22,17.72,High,63.08043137291654
3431,22,Female,3.99,9.21,8.92,74.11,Casual,3.06,5.05,272.56,12.67,Medium,100.0
3432,17,Female,4.93,4.49,4.33,87.97,Casual,4.53,7.35,242.56,11.09,Medium,45.41
3433,23,Female,2.68,5.63,6.89,95.28,RPG,3.53,5.48,285.13,8.51,Medium,79.88
3434,21,Male,5.43,5.21,8.95,90.88,Casual,4.21,9.88,238.41,13.98,Low,55.33
3435,18,Female,3.71,9.35,7.45,85.71,RPG,2.06,8.49,263.26,10.33,Medium,99.38
3436,24,Female,3.5,7.92,7.7,80.49,RPG,1.59,7.64,263.49,10.73,Medium,95.14
3437,20,Male,6.84,8.48,4.16,70.18,FPS,2.96,11.79,255.31,13.27,High,66.94014593031294
3438,23,Male,0.4,2.2,4.11,78.2,Casual,3.48,3.54,322.48,2.19,Medium,54.83
3439,22,Male,7.06,8.13,4.18,71.72,FPS,2.84,10.77,249.29,16.54,High,62.53034844502769
3440,23,Male,6.82,4.9,8.96,97.36,RPG,1.32,8.14,224.93,12.37,Low,51.28
3441,22,Female,4.05,1.21,8.9,96.29,Casual,1.85,7.19,273.31,9.58,Medium,59.0114673678463
3442,18,Female,3.92,1.54,5.67,66.23,RPG,2.24,7.08,262.88,9.61,Medium,33.39
3443,17,Female,2.89,7.1,5.45,92.9,FPS,0.07,6.95,276.31,7.47,High,83.08
3444,22,Female,7.95,4.35,4.73,88.12,RPG,4.4,10.84,229.29,15.57,Low,25.1
3445,18,Male,0.89,8.81,5.65,99.01,Casual,2.56,3.08,311.11,1.37,High,100.0
3446,18,Female,4.72,7.61,5.85,78.53,FPS,3.76,6.91,266.22,9.89,High,76.71791630980724
3447,17,Male,5.45,1.2,7.74,88.89,Casual,0.86,7.12,242.04,12.5,Low,38.73
3448,19,Other,7.47,7.18,8.33,80.72,Casual,2.78,11.98,231.64,17.39,Low,66.60994630451712
3449,23,Male,6.24,2.73,7.73,62.78,Casual,4.63,10.35,248.6,14.93,Low,34.7
3450,16,Female,5.15,4.8,7.23,61.87,RPG,1.07,9.05,251.45,11.79,Low,50.23
3451,16,Male,0.93,6.62,7.83,64.88,FPS,1.73,4.59,306.12,2.01,Medium,88.97
3452,20,Male,2.99,8.85,7.69,71.85,RPG,1.94,5.83,267.67,6.79,Medium,97.7
3453,20,Male,1.11,5.1,6.38,70.36,RPG,1.92,5.95,285.12,2.97,Medium,84.38
3454,16,Female,7.05,8.28,5.68,89.13,Casual,3.0,12.66,255.48,10.85,High,61.71950673844011
3455,21,Female,6.0,8.05,5.41,88.64,Casual,1.97,9.2,250.05,13.57,High,79.13522099928684
3456,16,Male,6.06,4.73,7.4,98.86,Casual,3.37,9.11,243.69,13.12,Low,54.43
3457,20,Female,5.22,5.51,8.8,72.42,RPG,2.42,7.03,265.34,13.82,Low,71.92
3458,24,Female,4.06,7.3,6.91,97.54,RPG,0.79,8.41,262.58,11.67,Medium,89.0
3459,20,Female,1.2,1.28,8.56,84.51,FPS,4.74,4.99,306.7,5.25,Medium,74.27
3460,21,Female,2.64,9.02,4.07,79.81,FPS,1.2,8.58,299.38,6.25,High,90.93566706341672
3461,23,Male,1.1,7.93,7.97,86.71,Casual,2.81,5.02,295.78,6.2,Medium,100.0
3462,16,Male,5.8,3.24,8.27,88.11,RPG,0.3,8.24,245.48,13.1,Low,57.37
3463,17,Female,1.28,9.83,7.15,66.88,RPG,4.59,5.09,290.83,3.75,Medium,100.0
3464,24,Female,5.62,2.61,8.67,90.07,FPS,4.64,11.54,260.91,12.63,Low,40.7
3465,18,Other,5.54,9.23,6.95,89.01,FPS,1.82,10.16,255.57,12.08,Low,96.91120468244341
3466,21,Female,3.67,3.92,5.2,99.9,RPG,0.6,5.31,287.68,7.65,Medium,62.0
3467,20,Male,1.08,7.87,5.08,96.48,Casual,3.85,3.8,315.47,1.47,High,99.9
3468,17,Female,2.52,5.11,6.78,87.39,FPS,1.31,5.01,287.15,6.36,Medium,77.9548155461802
3469,22,Male,2.56,7.63,8.53,88.49,FPS,3.5,7.84,293.39,7.43,Medium,100.0
3470,19,Other,5.6,2.4,4.36,97.84,RPG,4.58,9.66,257.01,14.6,Low,32.39
3471,16,Male,0.91,3.43,7.02,98.69,FPS,2.95,5.96,316.41,4.05,Medium,74.21
3472,19,Female,6.63,1.9,7.85,93.08,FPS,4.31,8.51,255.1,10.56,Low,25.9
3473,21,Female,6.09,8.79,4.58,90.7,FPS,1.12,11.63,236.02,14.33,High,78.08514057166538
3474,22,Male,1.49,3.67,4.58,64.45,RPG,4.55,2.78,283.36,1.37,Medium,56.08
3475,22,Male,5.75,7.25,5.83,93.21,RPG,1.13,8.62,240.49,11.74,High,66.78765430391987
3476,22,Female,5.35,8.38,5.37,70.13,Casual,1.13,6.42,260.53,9.35,High,85.37809269072731
3477,18,Female,5.98,9.11,4.99,82.55,RPG,4.4,7.9,252.38,17.1,High,78.68364110012325
3478,21,Male,1.51,1.96,4.99,76.21,RPG,2.77,7.32,296.19,5.25,Medium,48.74
3479,23,Female,1.26,9.04,4.65,73.82,FPS,4.0,2.65,302.16,4.65,High,99.38360270900402
3480,19,Female,1.89,2.78,7.05,72.41,Casual,4.01,3.62,288.98,4.03,Medium,63.5
3481,23,Male,2.93,7.63,7.44,94.22,RPG,3.23,8.55,283.77,8.22,Medium,90.79
3482,17,Male,6.35,7.56,7.51,90.77,FPS,0.95,10.9,236.86,14.02,Low,87.00756780001232
3483,24,Female,5.9,1.08,6.66,80.94,RPG,3.46,8.93,265.57,11.92,Low,27.39
3484,24,Female,7.4,2.99,8.76,86.58,FPS,0.32,8.74,244.43,14.12,Low,46.14188630185993
3485,23,Female,0.47,5.43,8.4,99.38,RPG,1.0,5.4,321.6,4.15,Medium,94.03
3486,16,Female,0.09,4.78,8.79,75.9,RPG,3.21,3.55,319.23,1.79,Medium,92.37
3487,17,Male,5.59,9.27,5.94,82.04,RPG,4.54,8.21,264.31,15.15,High,89.96769705757842
3488,21,Male,2.23,4.24,8.39,81.34,Casual,3.86,5.03,294.23,5.42,Medium,76.07
3489,20,Male,2.67,9.43,7.81,97.44,Casual,1.66,6.2,289.57,6.55,Medium,105.14667541492983
3490,24,Male,4.37,5.13,5.7,74.06,Casual,4.12,8.13,250.28,10.7,Medium,56.98
3491,20,Female,0.82,9.68,4.53,99.45,Casual,4.83,5.91,312.77,5.4,High,89.0
3492,17,Female,5.14,7.64,7.41,72.19,FPS,1.66,10.0,245.41,12.94,Low,82.55311514715149
3493,19,Male,2.6,8.46,4.68,64.36,FPS,0.93,7.44,284.77,10.31,High,73.61
3494,24,Male,5.06,1.94,5.47,67.65,FPS,0.99,9.71,260.97,17.6,Low,37.9178745931105
3495,16,Female,6.67,6.28,6.5,77.05,FPS,2.0,11.46,230.97,17.37,Low,54.7
3496,16,Female,1.37,2.28,7.4,85.99,FPS,0.26,5.76,308.35,5.69,Medium,68.02
3497,22,Female,7.45,3.68,8.63,80.67,Casual,2.44,12.79,241.12,13.57,Low,37.94
3498,18,Female,4.25,6.61,6.97,75.05,RPG,3.66,8.04,260.16,13.16,Medium,73.82
3499,17,Female,7.38,7.54,7.36,82.48,RPG,2.65,10.98,232.61,19.01,Low,70.56322342034841
3500,24,Female,1.66,1.35,5.55,93.55,FPS,4.85,6.17,287.62,8.64,Medium,63.71
3501,18,Male,4.84,5.78,7.44,93.56,RPG,2.31,6.67,250.25,12.19,Medium,75.08
3502,17,Male,3.23,6.09,6.19,89.05,Casual,0.07,8.11,284.34,7.0,Medium,79.24
3503,23,Male,6.19,1.71,8.28,98.1,FPS,2.35,11.87,252.85,13.29,Low,38.86
3504,21,Female,4.85,5.51,5.96,83.61,Casual,4.65,7.33,246.71,8.76,Medium,63.49
3505,21,Female,3.96,7.42,6.34,60.31,FPS,0.48,8.02,292.97,10.11,Medium,68.5
3506,22,Female,7.3,1.48,6.16,71.64,Casual,1.11,8.46,227.43,13.78,Low,15.13
3507,22,Male,3.02,7.84,8.06,73.13,FPS,3.58,7.85,285.83,10.17,Medium,77.54
3508,21,Male,1.76,6.19,8.77,81.89,RPG,1.47,5.56,293.54,4.28,Medium,100.0
3509,19,Male,4.86,8.5,5.64,96.2,Casual,3.83,9.23,258.84,11.25,High,89.63
3510,24,Male,4.99,2.96,6.38,93.52,RPG,2.1,6.7,275.3,11.36,Medium,50.17
3511,21,Female,3.51,8.5,7.53,69.29,RPG,3.98,8.56,292.93,8.59,Medium,80.85
3512,19,Female,3.89,1.85,8.48,80.78,RPG,2.76,6.17,256.82,7.1,Medium,52.82
3513,18,Other,7.68,4.63,6.47,86.37,FPS,0.41,12.1,222.2,13.94,Low,37.36
3514,19,Female,5.86,2.8,4.54,99.5,FPS,1.93,9.83,279.19,15.57,Low,36.52
3515,18,Female,0.88,8.88,5.84,61.25,FPS,1.67,5.15,305.11,2.05,High,100.0
3516,17,Female,1.7,7.34,6.75,78.56,FPS,4.05,2.95,303.83,3.26,Medium,93.95
3517,20,Male,7.8,1.23,6.09,99.52,Casual,3.12,12.51,237.76,17.21,Low,15.14
3518,17,Female,5.81,1.09,4.93,99.09,Casual,3.89,10.79,258.81,9.99,Low,28.79
3519,21,Female,7.32,3.62,4.18,73.23,FPS,1.86,10.69,203.98,16.9,Low,20.09
3520,18,Female,2.43,2.29,7.44,60.0,Casual,3.46,5.47,294.18,9.19,Medium,58.58374600269016
3521,21,Male,5.93,6.67,8.96,83.47,FPS,0.33,8.64,266.33,15.13,Low,63.21
3522,24,Male,5.71,6.97,8.6,94.68,FPS,0.18,11.35,251.77,13.49,Low,81.0
3523,16,Male,2.36,9.48,7.42,72.97,Casual,1.44,7.14,281.27,9.22,Medium,96.88
3524,21,Female,4.41,9.57,8.21,97.37,FPS,3.87,8.9,256.86,7.6,Medium,95.92
3525,24,Male,5.02,6.93,5.28,73.31,FPS,2.67,10.65,257.77,14.52,Low,58.14
3526,19,Female,3.85,1.05,7.11,84.41,Casual,2.04,6.59,280.55,7.61,Medium,37.64
