student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score
S3937,6.79,Civil,1,1,1,1,1,6.8,5.8
S3938,6.39,CSE,2,1,0,0,0,4.8,4.4
S3939,6.08,ECE,2,1,1,0,0,58.2,7.6
S3940,9.8,Civil,2,1,1,0,0,12.5,5.8
S3941,9.31,ECE,1,0,0,0,0,25.2,6.3
S3942,9.06,IT,1,0,1,0,1,80.5,9.3
S3943,6.34,CSE,3,1,1,0,1,59.6,8.1
S3944,6.77,IT,2,1,1,0,1,98.5,6.4
S3945,6.79,ECE,3,0,0,0,1,26.7,8.8
S3946,8.6,EEE,1,1,1,1,0,50.3,8.6
S3947,8.95,EEE,2,1,1,1,1,70.1,9.7
S3948,7.77,ECE,1,1,1,0,0,62.7,4.6
S3949,7.68,Civil,1,1,0,0,0,54.9,4.2
S3950,6.44,ECE,2,1,1,0,0,85.9,7.6
S3951,8.75,Civil,3,1,0,0,1,63.9,9.5
S3952,7.69,IT,3,1,1,0,0,99.4,6.3
S3953,6.02,IT,3,1,1,0,1,36.4,8.1
S3954,6.2,CSE,1,1,0,0,0,79.1,4.5
S3955,8.59,Civil,3,1,1,1,1,60.1,5.9
S3956,7.54,CSE,3,0,0,0,0,93.6,7.6
S3957,7.72,IT,3,1,1,1,0,76.7,10.0
S3958,7.39,CSE,1,0,1,1,0,60.9,7.8
S3959,5.89,ECE,3,1,0,0,0,48.2,8.1
S3960,9.02,EEE,1,1,0,1,0,92.4,5.3
S3961,8.48,CSE,1,1,1,0,1,11.1,8.1
S3962,7.28,EEE,3,1,1,0,1,27.5,8.3
S3963,6.57,Mechanical,2,1,1,0,0,6.3,5.0
S3964,6.56,EEE,3,1,1,0,1,74.7,4.9
S3965,6.55,EEE,1,0,1,1,0,51.5,6.7
S3966,8.15,EEE,3,1,0,1,0,79.5,5.2
S3967,7.45,IT,3,0,1,0,1,42.8,6.7
S3968,8.5,ECE,3,0,1,0,0,70.7,4.8
S3969,8.7,ECE,1,0,1,0,0,65.0,9.1
S3970,9.47,Civil,1,0,0,0,1,54.5,8.1
S3971,6.88,EEE,3,0,0,0,1,3.0,5.4
S3972,6.57,Mechanical,3,1,1,0,1,47.6,4.8
S3973,9.88,IT,2,0,1,0,0,38.7,6.1
S3974,6.73,Mechanical,2,0,1,0,1,39.4,9.0
S3975,5.78,EEE,3,1,1,0,0,41.0,9.9
S3976,9.93,IT,1,1,1,0,0,73.4,6.2
S3977,8.64,IT,3,1,1,1,1,20.2,5.2
S3978,9.3,Mechanical,3,1,1,0,0,40.1,5.5
S3979,5.88,Mechanical,2,0,1,1,1,7.2,4.6
S3980,5.44,ECE,1,1,0,0,1,38.2,7.0
S3981,9.41,Civil,2,0,1,0,0,66.6,5.0
S3982,9.5,IT,1,0,1,0,0,43.6,5.2
S3983,9.06,Mechanical,1,1,0,0,1,26.3,5.4
S3984,8.38,ECE,1,1,0,0,0,77.3,6.1
S3985,5.36,ECE,1,1,1,0,1,66.9,7.0
S3986,6.07,CSE,3,0,1,0,0,45.8,9.8
S3987,5.77,IT,3,1,1,0,1,20.9,6.9
S3988,8.77,CSE,3,0,1,1,0,49.2,8.1
S3989,5.59,Civil,3,1,1,1,0,23.4,5.6
S3990,5.51,ECE,1,1,0,0,0,34.6,4.2
S3991,6.03,Civil,1,0,0,0,1,26.8,4.3
S3992,5.78,EEE,3,1,0,0,0,38.7,9.1
S3993,8.52,ECE,2,0,0,1,1,87.4,9.2
S3994,5.86,Civil,1,1,1,0,1,47.5,8.5
S3995,6.57,IT,3,0,1,0,0,17.4,4.2
S3996,7.15,ECE,1,0,0,0,1,50.8,8.8
S3997,6.06,CSE,3,1,1,0,1,37.5,5.2
S3998,5.17,Civil,3,1,1,0,0,89.5,5.6
S3999,5.15,Civil,2,1,0,0,0,58.5,5.0
S4000,8.26,EEE,1,0,1,1,0,18.8,7.0
S4001,5.62,ECE,1,1,1,0,0,76.6,9.9
S4002,6.42,IT,2,0,1,0,1,3.7,5.3
S4003,8.24,IT,3,1,0,0,1,7.6,8.0
S4004,8.07,ECE,1,1,1,0,0,98.1,5.1
S4005,6.24,CSE,2,1,0,0,1,29.6,4.5
S4006,9.63,EEE,1,1,1,0,1,37.2,6.1
S4007,6.7,IT,3,1,1,0,1,42.1,4.6
S4008,7.32,Civil,1,0,0,0,0,48.6,5.2
S4009,5.52,CSE,2,1,1,1,0,12.4,6.2
S4010,7.61,IT,2,1,1,1,0,98.6,6.8
S4011,7.56,CSE,1,0,1,0,1,49.8,4.4
S4012,8.93,EEE,1,0,0,0,0,8.7,5.9
S4013,5.98,EEE,3,1,1,0,0,79.2,6.3
S4014,9.46,EEE,1,0,1,0,1,64.0,6.4
S4015,5.12,Civil,1,1,1,1,1,79.7,9.2
S4016,6.23,EEE,2,1,0,1,0,78.1,7.3
S4017,7.58,CSE,1,1,1,0,0,22.6,8.2
S4018,5.9,IT,1,1,1,1,1,42.0,8.4
S4019,5.03,ECE,1,1,1,0,0,41.5,9.4
S4020,5.87,CSE,1,1,0,0,1,87.4,7.5
S4021,9.71,Civil,1,0,0,0,0,40.3,4.4
S4022,9.7,IT,1,0,0,0,0,25.9,8.3
S4023,7.29,Mechanical,2,0,1,0,1,52.3,8.9
S4024,9.89,ECE,2,1,0,1,0,7.9,5.4
S4025,8.57,IT,1,0,1,0,0,48.9,5.9
S4026,8.7,Mechanical,3,1,1,1,0,23.7,8.4
S4027,7.55,Civil,3,1,1,0,0,5.6,9.2
S4028,7.52,CSE,1,1,0,0,0,0.2,9.4
S4029,5.5,Mechanical,2,1,0,0,0,10.8,9.2
S4030,6.98,Mechanical,2,1,0,1,1,90.1,6.1
S4031,8.84,CSE,1,1,0,0,1,38.1,8.9
S4032,7.76,IT,2,1,0,1,1,28.8,4.1
S4033,5.9,IT,2,1,0,1,1,75.6,8.1
S4034,8.49,IT,3,0,1,1,0,89.8,6.8
S4035,7.2,Civil,3,0,1,0,0,99.6,4.8
S4036,6.08,CSE,2,0,1,0,0,5.0,9.9
S4037,8.05,CSE,1,1,1,0,0,11.1,7.1
S4038,5.94,ECE,2,1,1,1,0,66.9,8.1
S4039,8.2,Mechanical,2,1,1,1,0,18.8,8.8
S4040,8.2,ECE,1,1,0,0,1,86.3,7.8
S4041,9.09,Mechanical,1,1,0,0,1,60.0,8.1
S4042,10.0,EEE,3,0,0,1,1,81.1,9.4
S4043,8.92,Mechanical,1,0,0,0,0,36.5,6.6
S4044,7.12,Civil,2,0,0,1,1,57.7,4.9
S4045,8.9,Civil,3,0,0,0,0,68.3,6.3
S4046,9.17,ECE,3,1,0,1,0,83.1,6.2
S4047,5.73,ECE,1,0,1,1,1,56.7,4.9
S4048,8.44,EEE,3,0,1,0,0,67.1,10.0
S4049,6.9,ECE,3,0,1,1,1,55.5,5.7
S4050,8.75,CSE,1,1,0,0,0,66.1,5.8
S4051,5.92,ECE,1,1,1,0,0,31.0,5.1
S4052,8.98,EEE,2,1,1,0,0,19.2,5.1
S4053,8.84,CSE,1,1,1,0,0,57.0,9.5
S4054,5.5,Civil,2,1,0,0,0,58.8,8.7
S4055,9.73,CSE,2,1,0,1,0,86.3,6.3
S4056,6.02,IT,2,1,1,0,1,11.1,5.6
S4057,6.47,ECE,2,0,1,0,0,66.5,6.0
S4058,7.26,EEE,3,0,0,1,0,67.4,5.0
S4059,5.09,Mechanical,3,1,1,0,1,6.8,5.2
S4060,8.0,IT,3,1,1,0,0,38.7,5.7
S4061,7.11,EEE,2,1,1,0,0,37.2,9.5
S4062,9.78,Mechanical,3,1,0,0,0,3.4,8.4
S4063,6.45,Mechanical,3,1,0,1,1,62.3,8.4
S4064,5.47,EEE,1,1,1,0,0,16.0,5.1
S4065,7.16,Mechanical,3,1,1,0,0,27.8,9.8
S4066,6.22,Mechanical,3,0,1,0,0,21.5,8.2
S4067,6.64,Civil,1,0,1,0,1,3.2,7.1
S4068,6.73,ECE,1,0,0,0,0,38.1,4.9
S4069,9.64,CSE,2,1,1,0,0,25.1,9.3
S4070,6.25,IT,1,0,1,1,0,19.8,5.3
S4071,7.31,ECE,2,1,1,0,0,35.4,5.7
S4072,9.31,IT,2,0,1,0,0,38.0,7.5
S4073,5.59,IT,3,1,0,1,0,19.0,9.1
S4074,9.41,EEE,1,1,1,1,0,67.8,9.7
S4075,7.3,IT,1,1,1,0,0,89.7,7.5
S4076,6.29,CSE,3,0,1,0,1,3.3,6.4
S4077,7.07,Civil,1,1,0,1,0,84.7,7.7
S4078,8.7,Civil,1,1,0,0,1,49.2,9.1
S4079,7.72,ECE,1,0,0,0,1,40.2,9.9
S4080,9.4,Civil,3,0,1,0,0,64.4,5.0
S4081,5.47,EEE,3,0,1,0,0,52.7,7.0
S4082,9.51,CSE,1,0,0,0,1,75.3,9.5
S4083,7.34,IT,1,0,1,1,1,15.8,4.9
S4084,10.0,CSE,1,1,1,1,0,95.5,6.3
S4085,8.3,IT,1,1,0,1,0,62.1,9.2
S4086,9.59,Civil,1,1,1,0,1,54.5,5.2
S4087,6.13,EEE,2,1,1,0,1,34.9,6.7
S4088,9.13,EEE,3,0,1,0,0,10.8,6.5
S4089,9.44,Civil,1,0,0,0,0,53.0,9.5
S4090,7.78,CSE,1,1,0,0,0,74.4,5.7
S4091,7.32,Civil,1,1,1,0,0,14.4,8.4
S4092,6.78,Mechanical,1,1,1,0,0,73.5,7.1
S4093,6.76,EEE,2,0,1,1,0,37.9,7.8
S4094,6.06,Mechanical,3,1,1,0,0,11.9,9.1
S4095,5.54,Mechanical,3,1,0,0,0,57.3,6.1
S4096,5.53,ECE,3,1,1,0,0,26.4,7.2
S4097,8.47,IT,2,1,0,1,1,16.6,9.2
S4098,9.29,ECE,1,0,1,0,0,79.5,8.2
S4099,6.28,IT,3,0,1,0,0,62.8,8.5
S4100,6.58,IT,2,0,0,1,0,75.4,7.2
S4101,9.16,IT,2,0,1,0,0,54.4,8.6
S4102,6.52,Civil,3,1,0,0,1,94.3,6.1
S4103,5.62,Civil,2,1,0,0,1,83.9,4.9
S4104,5.46,ECE,3,0,0,0,0,66.4,5.8
S4105,9.61,Civil,2,1,0,0,1,36.6,6.2
S4106,6.09,IT,1,1,1,0,0,21.3,7.3
S4107,6.97,ECE,3,1,0,0,0,29.2,4.5
S4108,6.9,EEE,1,0,1,1,0,45.2,6.8
S4109,5.5,CSE,1,1,0,0,1,39.8,5.3
S4110,8.14,ECE,3,1,0,0,1,91.2,7.8
S4111,9.19,CSE,1,1,1,0,0,76.7,5.5
S4112,8.25,IT,3,1,0,1,1,15.7,5.9
S4113,5.86,CSE,1,0,0,0,0,58.1,9.8
S4114,5.32,Mechanical,1,1,0,1,1,97.1,4.7
S4115,7.85,IT,3,1,0,0,1,14.1,5.5
S4116,5.55,IT,3,1,1,0,1,33.2,7.7
S4117,6.77,IT,2,1,1,1,1,41.7,8.8
S4118,6.92,Mechanical,3,1,1,0,1,76.6,9.7
S4119,8.82,Mechanical,2,0,1,0,0,66.6,5.0
S4120,9.75,CSE,1,1,1,0,0,40.7,7.5
S4121,9.25,CSE,2,0,0,1,1,46.6,5.4
S4122,8.69,ECE,2,1,0,0,0,51.3,7.7
S4123,9.86,Mechanical,1,1,1,0,0,68.8,9.6
S4124,6.58,EEE,3,0,1,0,0,95.0,7.7
S4125,8.51,ECE,1,1,0,0,1,65.6,9.2
S4126,5.92,ECE,2,1,1,0,1,36.0,10.0
S4127,7.92,Mechanical,1,1,1,0,0,47.2,9.6
S4128,7.2,Mechanical,2,1,1,0,0,23.4,8.6
S4129,8.32,Mechanical,1,1,1,1,1,42.6,8.1
S4130,8.75,IT,1,1,1,1,1,0.4,7.1
S4131,6.78,CSE,3,1,0,1,0,21.7,7.7
S4132,5.93,Civil,1,0,0,0,0,8.7,6.4
S4133,9.64,IT,3,1,1,1,0,25.9,7.4
S4134,5.73,Civil,1,1,0,0,0,49.2,7.5
S4135,6.31,EEE,1,1,1,1,1,25.3,6.9
S4136,6.5,ECE,2,0,0,1,1,31.7,10.0
S4137,5.97,CSE,3,1,0,0,0,3.6,8.2
S4138,5.53,IT,1,1,0,1,1,35.8,9.1
S4139,7.42,IT,3,1,1,1,0,44.2,9.5
S4140,9.36,CSE,1,1,0,0,0,5.3,9.7
S4141,7.36,ECE,3,0,0,0,0,53.2,8.4
S4142,7.79,EEE,1,1,0,0,0,74.6,5.8
S4143,6.95,ECE,1,0,0,0,0,37.1,6.3
S4144,7.34,IT,1,1,1,0,0,76.0,4.1
S4145,9.6,Mechanical,2,1,1,0,0,6.8,9.8
S4146,5.81,CSE,1,0,1,1,1,38.8,4.2
S4147,7.41,Civil,2,0,0,1,0,46.1,9.9
S4148,6.86,EEE,2,0,0,1,0,84.3,9.5
S4149,7.44,Civil,1,0,1,0,1,32.0,5.8
S4150,7.74,Mechanical,2,1,1,0,0,88.3,6.1
S4151,8.36,ECE,2,0,1,1,0,29.6,4.7
S4152,8.19,EEE,3,0,0,0,0,22.2,7.7
S4153,9.94,Civil,1,1,0,0,0,50.6,5.7
S4154,7.64,ECE,3,1,0,0,0,53.5,6.8
S4155,6.02,ECE,1,0,0,0,0,26.3,9.3
S4156,6.44,Civil,2,0,0,0,1,52.4,6.1
S4157,8.25,ECE,3,1,1,1,1,25.4,5.6
S4158,9.62,Mechanical,3,0,1,1,1,87.3,8.3
S4159,8.07,Civil,1,1,0,1,0,3.7,4.1
S4160,6.61,Civil,3,0,0,0,1,69.8,8.4
S4161,5.16,IT,1,1,1,0,0,47.5,8.3
S4162,9.5,EEE,1,1,1,0,0,62.8,8.5
S4163,5.44,CSE,1,0,1,0,1,0.0,9.3
S4164,7.93,EEE,3,1,1,0,0,25.0,9.6
S4165,9.06,ECE,2,1,0,0,1,67.6,8.9
S4166,6.74,Civil,3,1,1,0,1,14.5,9.1
S4167,7.16,CSE,1,0,0,0,1,82.0,7.6
S4168,9.15,Civil,1,0,1,1,0,33.3,8.8
S4169,5.91,EEE,1,1,1,1,0,30.3,5.2
S4170,8.04,ECE,1,1,1,0,1,87.0,9.8
S4171,5.1,ECE,3,1,1,0,0,5.6,5.1
S4172,9.8,EEE,1,0,1,1,0,86.4,9.4
S4173,5.73,CSE,2,1,0,1,0,8.8,9.4
S4174,5.08,CSE,3,0,1,1,0,34.4,4.4
S4175,9.47,EEE,1,1,1,0,1,89.6,9.0
S4176,9.95,ECE,3,1,1,0,1,92.6,4.5
S4177,8.84,Mechanical,2,1,1,0,1,25.2,5.8
S4178,6.74,ECE,2,0,1,0,1,40.2,9.6
S4179,8.95,IT,1,1,0,0,0,65.1,8.6
S4180,6.12,CSE,3,0,0,1,0,93.8,9.8
S4181,5.1,ECE,2,1,0,1,1,40.9,9.1
S4182,8.78,CSE,1,1,1,1,1,63.7,7.8
S4183,7.24,ECE,2,1,0,0,1,49.5,6.4
S4184,9.13,ECE,3,0,1,1,0,35.8,9.3
S4185,6.34,EEE,3,1,0,0,1,89.4,5.1
S4186,5.44,Civil,2,0,0,0,1,70.6,5.9
S4187,8.18,IT,1,0,0,0,0,67.5,5.3
S4188,7.99,EEE,2,0,0,0,1,32.1,6.2
S4189,6.71,ECE,1,1,0,1,1,34.1,4.8
S4190,8.55,IT,2,0,0,0,1,23.7,9.2
S4191,7.49,EEE,2,1,1,0,1,58.7,9.8
S4192,9.02,Civil,2,1,0,0,1,10.1,9.4
S4193,8.53,Civil,3,0,1,0,0,54.7,8.2
S4194,9.46,CSE,3,0,1,0,0,3.4,5.0
S4195,9.52,Mechanical,1,1,0,1,1,82.0,6.0
S4196,6.11,Civil,3,1,1,0,0,63.6,5.9
S4197,9.64,ECE,3,1,0,0,0,29.7,7.8
S4198,6.69,Civil,3,1,1,0,0,79.6,6.6
S4199,5.75,CSE,1,0,1,0,0,92.5,9.4
S4200,5.4,IT,2,1,0,1,1,99.6,6.1
S4201,7.63,CSE,3,0,0,0,0,25.8,6.0
S4202,6.14,EEE,2,0,0,1,0,6.6,8.0
S4203,5.81,Mechanical,3,1,1,0,0,79.5,8.4
S4204,8.63,EEE,1,1,1,0,0,61.5,8.0
S4205,6.51,Civil,3,1,0,1,0,30.2,9.7
S4206,9.35,CSE,1,1,1,0,1,93.4,8.7
S4207,8.42,EEE,3,0,0,1,1,96.5,10.0
S4208,7.64,Mechanical,2,1,0,1,1,14.0,4.3
S4209,8.33,ECE,1,1,1,1,1,43.6,8.5
S4210,9.77,Civil,3,1,0,0,0,56.6,6.3
S4211,5.91,CSE,2,1,0,0,0,18.3,7.6
S4212,6.79,ECE,1,1,0,0,1,15.2,8.6
S4213,6.86,ECE,3,1,1,0,0,96.8,6.5
S4214,5.54,Civil,2,1,0,1,0,71.1,5.8
S4215,9.56,Civil,2,0,1,0,0,5.8,9.3
S4216,9.19,EEE,2,1,0,1,0,84.4,9.7
S4217,8.37,ECE,3,0,1,0,0,12.4,7.3
S4218,7.75,Mechanical,2,1,0,0,1,33.7,9.9
S4219,5.09,IT,2,1,1,1,0,29.2,9.9
S4220,7.95,ECE,1,0,0,0,0,2.0,9.7
S4221,9.84,Mechanical,3,0,1,1,1,66.1,7.4
S4222,7.19,Mechanical,2,1,0,0,0,47.2,4.6
S4223,7.44,ECE,3,1,0,0,0,97.2,5.0
S4224,8.82,Civil,2,0,0,0,0,6.6,4.3
S4225,7.83,CSE,1,1,0,0,1,76.2,7.9
S4226,5.2,Civil,1,1,1,1,1,54.9,6.9
S4227,5.45,CSE,2,0,1,1,0,70.1,6.1
S4228,7.46,Civil,2,0,0,0,0,32.1,7.5
S4229,5.67,Civil,2,1,0,1,0,14.1,4.5
S4230,9.59,IT,1,1,1,0,0,7.1,9.0
S4231,8.7,Mechanical,2,1,1,1,0,90.1,8.8
S4232,7.76,IT,2,0,0,1,0,23.7,5.8
S4233,6.79,ECE,2,1,0,1,1,42.9,7.0
S4234,6.76,Civil,3,1,1,1,1,61.1,4.3
S4235,6.85,CSE,2,0,0,0,1,85.2,4.1
S4236,8.43,Mechanical,2,0,0,0,1,95.1,5.4
S4237,7.85,Civil,2,1,0,0,1,19.5,6.8
S4238,8.07,EEE,3,0,0,0,0,3.0,5.5
S4239,5.14,IT,1,1,1,0,1,97.5,5.7
S4240,9.95,CSE,1,1,1,0,1,26.1,6.1
S4241,9.15,IT,2,0,1,0,0,88.0,7.4
S4242,5.9,ECE,1,0,1,0,0,27.0,4.6
S4243,6.55,IT,3,1,1,0,1,7.1,7.1
S4244,9.83,IT,3,1,1,0,1,35.6,8.7
S4245,6.66,CSE,3,0,1,0,0,27.6,9.8
S4246,5.6,EEE,1,0,1,0,0,23.1,10.0
S4247,9.85,Civil,1,1,0,0,1,54.8,4.0
S4248,6.41,ECE,3,1,1,1,0,13.9,4.8
S4249,9.51,IT,2,1,1,0,1,40.5,7.5
S4250,6.27,CSE,3,0,0,0,0,6.3,6.6
S4251,8.26,IT,3,0,0,1,1,80.4,4.8
S4252,5.6,Civil,3,0,0,0,0,39.0,5.4
S4253,8.18,EEE,3,1,1,0,0,80.5,5.3
S4254,5.29,Mechanical,1,1,1,0,1,1.6,6.3
S4255,8.69,IT,1,1,1,0,0,30.1,5.7
S4256,6.73,CSE,2,1,1,0,0,55.5,5.8
S4257,6.1,Civil,3,1,1,1,0,37.6,4.2
S4258,6.44,CSE,3,0,1,1,0,26.6,8.4
S4259,5.09,Mechanical,2,1,1,0,0,43.4,9.6
S4260,9.56,Civil,3,0,1,0,0,68.2,7.1
S4261,9.28,IT,2,1,0,0,0,62.5,8.1
S4262,5.8,IT,1,0,0,1,0,90.2,4.3
S4263,5.91,ECE,1,1,1,0,0,64.6,8.0
S4264,8.27,Civil,2,0,1,0,0,7.5,4.1
S4265,7.8,ECE,3,1,0,1,1,31.4,6.8
S4266,7.38,ECE,1,0,1,0,1,65.2,5.5
S4267,9.96,Civil,1,1,0,1,1,12.7,7.0
S4268,8.36,CSE,2,1,1,0,0,74.6,7.2
S4269,6.05,CSE,1,1,1,1,0,23.6,9.2
S4270,5.81,ECE,1,1,0,1,0,17.9,8.8
S4271,7.82,CSE,2,1,0,0,1,91.1,5.4
S4272,9.93,IT,2,1,1,0,0,34.3,6.5
S4273,9.81,EEE,1,1,1,0,1,38.6,9.5
S4274,7.01,CSE,2,1,1,0,0,41.0,6.2
S4275,8.98,IT,3,0,0,0,1,71.0,8.1
S4276,6.7,EEE,2,0,0,0,1,97.5,9.1
S4277,8.38,IT,1,0,0,0,0,23.3,5.3
S4278,7.3,ECE,1,1,1,0,1,97.8,9.6
S4279,8.78,Civil,3,1,0,1,0,58.1,4.3
S4280,6.83,Civil,3,0,0,1,1,81.4,9.0
S4281,5.91,CSE,2,0,0,0,0,6.7,6.0
S4282,5.49,ECE,2,0,0,0,0,85.3,4.9
S4283,5.24,IT,3,1,0,0,1,46.2,7.2
S4284,6.44,CSE,1,0,1,0,1,74.1,8.7
S4285,5.57,Mechanical,1,0,1,1,0,77.1,5.1
S4286,5.34,IT,2,1,1,0,1,27.2,6.0
S4287,6.73,IT,1,0,1,1,1,42.0,7.4
S4288,9.79,IT,1,1,1,0,1,81.0,9.6
S4289,6.95,Civil,3,0,1,0,0,30.8,6.5
S4290,9.7,ECE,2,0,1,1,1,17.3,8.0
S4291,9.28,IT,1,0,1,0,1,25.7,4.1
S4292,9.13,Civil,3,1,1,0,1,9.5,9.3
S4293,8.53,EEE,3,0,0,0,0,97.3,7.7
S4294,8.8,EEE,3,1,1,1,1,85.7,9.1
S4295,6.25,IT,2,0,0,0,0,10.7,8.5
S4296,7.7,IT,1,1,0,1,0,85.4,5.0
S4297,6.58,EEE,1,0,0,1,0,1.2,4.3
S4298,6.81,Mechanical,3,1,0,0,1,60.2,9.8
S4299,6.01,IT,1,1,1,0,0,15.3,8.7
S4300,7.99,EEE,2,0,1,0,0,45.9,9.7
S4301,5.19,Mechanical,3,1,1,0,1,20.3,9.2
S4302,5.42,ECE,3,0,1,0,0,42.5,5.3
S4303,7.96,CSE,3,1,1,0,0,87.0,5.2
S4304,5.79,EEE,1,0,1,0,0,57.1,8.5
S4305,7.68,Mechanical,2,0,1,1,0,96.6,9.7
S4306,5.46,Civil,1,0,1,0,1,56.3,4.5
S4307,5.33,IT,1,1,0,0,0,53.0,7.7
S4308,6.67,Mechanical,2,1,0,0,0,73.2,5.0
S4309,5.49,Mechanical,3,1,1,1,0,10.2,5.8
S4310,6.65,EEE,1,1,0,1,1,28.1,6.2
S4311,8.08,IT,2,0,1,1,0,18.2,4.5
S4312,5.28,IT,2,1,1,1,0,66.6,9.5
S4313,9.66,CSE,1,0,1,0,0,73.6,5.8
S4314,7.66,ECE,1,0,1,0,1,81.9,4.8
S4315,9.1,CSE,1,1,1,1,0,67.4,7.9
S4316,5.9,Civil,1,1,0,1,1,68.8,7.9
S4317,9.23,IT,2,1,1,1,0,68.7,9.6
S4318,9.91,IT,3,0,1,0,1,31.8,5.5
S4319,6.0,EEE,2,1,0,1,0,64.4,4.3
S4320,9.37,Mechanical,1,1,0,0,0,88.9,9.3
S4321,7.19,Mechanical,2,1,1,1,1,21.5,8.5
S4322,9.87,Mechanical,3,1,1,1,1,43.4,8.8
S4323,7.75,Civil,2,1,1,1,0,50.4,4.5
S4324,7.71,ECE,1,1,1,0,0,63.4,9.4
S4325,9.09,CSE,2,1,0,1,1,85.2,6.2
S4326,7.45,CSE,2,0,1,1,0,26.7,7.8
S4327,8.05,CSE,1,1,1,0,0,83.3,4.3
S4328,8.94,IT,3,0,0,0,0,91.4,7.6
S4329,6.77,ECE,3,1,0,0,0,36.9,7.6
S4330,9.57,EEE,1,0,1,0,0,28.1,9.1
S4331,7.79,ECE,1,1,1,0,0,68.4,8.3
S4332,6.66,EEE,2,0,1,0,1,13.2,6.7
S4333,6.99,EEE,1,1,0,0,0,84.3,6.5
S4334,5.65,ECE,3,1,1,0,0,31.7,7.9
S4335,6.05,CSE,2,1,0,0,0,36.9,5.2
S4336,7.13,CSE,2,0,0,1,1,81.5,9.3
S4337,7.86,ECE,2,1,1,0,0,26.4,5.8
S4338,9.1,ECE,2,1,0,0,1,15.3,8.2
S4339,6.29,Mechanical,2,1,1,0,1,60.0,8.0
S4340,5.41,Mechanical,1,0,1,0,0,5.7,5.5
S4341,6.95,ECE,3,1,0,1,0,75.5,8.2
S4342,7.84,EEE,3,0,1,0,1,12.3,8.5
S4343,9.77,ECE,3,1,0,0,1,45.3,6.3
S4344,7.97,CSE,1,1,0,1,0,84.1,6.1
S4345,9.63,CSE,1,0,0,0,1,40.3,9.6
S4346,6.1,ECE,3,1,1,1,0,27.1,8.4
S4347,9.18,Civil,2,1,1,1,1,76.0,6.1
S4348,6.17,IT,1,1,1,0,0,91.1,8.5
S4349,5.22,Civil,2,1,1,1,1,33.3,4.6
S4350,8.41,Civil,1,1,1,0,1,62.7,7.5
S4351,7.23,CSE,1,1,1,0,0,18.2,7.4
S4352,9.91,ECE,1,1,1,0,1,24.7,4.1
S4353,5.44,ECE,3,1,0,0,0,87.4,8.7
S4354,7.5,Mechanical,2,1,0,0,1,65.7,6.8
S4355,8.66,Civil,1,1,0,1,0,84.2,8.7
S4356,7.13,Mechanical,2,0,0,0,0,15.5,7.5
S4357,8.97,CSE,1,1,0,1,1,4.6,9.2
S4358,6.04,IT,3,1,1,0,1,33.9,5.5
S4359,9.84,Civil,2,1,0,0,0,29.0,5.2
S4360,9.98,Civil,1,1,1,0,0,52.1,8.7
S4361,6.22,Mechanical,2,0,1,1,0,70.1,8.1
S4362,7.86,ECE,2,0,0,0,1,84.7,8.7
S4363,5.27,IT,1,1,0,0,1,9.0,4.2
S4364,6.41,ECE,3,1,1,0,0,61.3,6.1
S4365,7.58,ECE,3,1,1,0,0,87.1,7.2
S4366,8.44,Civil,3,1,0,0,1,10.3,4.9
S4367,9.03,Civil,1,1,0,0,1,59.5,8.0
S4368,9.68,EEE,1,0,1,1,0,78.9,6.4
S4369,6.79,CSE,3,1,1,0,1,63.1,7.6
S4370,8.62,EEE,2,0,0,1,1,62.2,9.4
S4371,9.69,EEE,1,1,1,0,1,89.5,4.9
S4372,6.59,IT,3,0,0,0,1,76.0,6.3
S4373,9.68,Mechanical,3,0,1,0,1,78.7,5.6
S4374,8.85,ECE,3,0,1,0,1,45.7,4.2
S4375,9.56,Civil,1,0,1,1,1,12.1,9.9
S4376,9.48,IT,1,1,0,1,0,84.8,8.7
S4377,9.44,EEE,2,0,0,1,0,87.4,9.4
S4378,7.47,EEE,1,1,0,0,0,34.7,8.6
S4379,9.59,ECE,2,0,1,1,0,70.5,4.5
S4380,6.79,Civil,2,1,1,0,0,11.2,7.8
S4381,5.04,IT,2,1,0,0,1,33.0,7.4
S4382,6.6,CSE,3,0,1,0,0,84.4,7.0
S4383,6.23,CSE,1,0,1,1,0,17.3,5.0
S4384,7.63,EEE,1,1,1,0,0,62.1,7.8
S4385,6.23,CSE,2,1,0,0,0,27.8,9.0
S4386,5.25,ECE,2,1,1,1,0,47.4,7.3
S4387,9.42,Mechanical,1,0,1,1,0,39.0,6.2
S4388,6.96,EEE,1,0,1,0,0,50.6,4.1
S4389,9.59,EEE,3,1,1,0,1,33.5,4.4
S4390,7.95,Mechanical,2,1,1,0,1,36.4,6.6
S4391,9.56,EEE,2,1,0,0,0,17.6,6.3
S4392,8.05,CSE,1,1,1,0,0,18.4,9.9
S4393,7.82,Civil,2,0,1,1,1,16.6,4.6
S4394,7.29,ECE,1,1,1,1,1,77.4,4.0
S4395,5.28,IT,3,0,1,0,1,11.3,4.9
S4396,9.07,ECE,3,1,1,1,1,39.5,5.3
S4397,6.45,Mechanical,2,0,1,0,0,1.8,7.1
S4398,5.73,CSE,3,1,0,0,0,10.5,5.2
S4399,6.78,CSE,3,0,1,1,1,72.5,4.0
