student_id,CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
4271,8.24,10,1,0,6,2,6,8,Yes,Tier 3,5,9,7,5,4,7,7,0,Yes,1
4272,9.77,9,0,0,9,1,4,5,Yes,Tier 1,3,9,6,6,5,1,10,2,Yes,1
4273,5.76,1,5,1,4,3,6,1,No,Tier 2,5,5,1,7,2,10,2,3,Yes,1
4274,7.39,7,2,0,3,2,3,2,No,Tier 2,5,7,7,9,1,2,9,2,Yes,1
4275,8.01,2,5,2,3,10,3,9,Yes,Tier 2,3,4,1,2,2,7,3,2,Yes,0
4276,7.91,6,0,3,8,2,1,7,Yes,Tier 2,5,9,6,2,4,7,8,3,Yes,1
4277,7.01,5,3,2,2,4,9,3,Yes,Tier 2,4,1,2,9,10,2,3,2,Yes,1
4278,6.69,1,5,1,6,6,7,1,Yes,Tier 2,4,9,5,6,3,3,6,2,Yes,1
4279,5.63,2,5,1,9,10,9,2,No,Tier 2,3,8,1,9,8,3,7,2,No,1
4280,6.96,2,5,1,9,10,1,7,Yes,Tier 2,3,4,7,10,4,10,1,3,No,1
4281,5.81,10,3,3,8,5,8,8,No,Tier 1,5,3,1,8,4,3,1,5,Yes,1
4282,8.67,10,5,0,8,4,2,5,No,Tier 1,1,7,10,8,5,7,6,4,No,1
4283,6.04,6,1,1,1,8,3,4,No,Tier 2,3,1,7,5,1,5,4,4,Yes,1
4284,5.29,1,4,0,7,5,1,10,Yes,Tier 3,0,6,8,9,1,10,7,1,Yes,0
4285,7.76,4,3,1,1,2,7,4,No,Tier 1,1,2,4,2,10,1,2,4,No,0
4286,7.98,10,1,3,9,4,5,5,Yes,Tier 1,2,5,3,9,5,4,1,1,Yes,1
4287,9.36,5,3,2,3,7,3,7,Yes,Tier 2,4,1,1,9,6,9,5,1,No,1
4288,7.88,2,3,2,1,4,4,7,No,Tier 1,4,2,7,3,3,9,4,3,Yes,0
4289,6.73,2,4,3,8,6,10,4,Yes,Tier 3,4,9,2,9,4,8,7,1,No,1
4290,9.02,7,2,0,7,2,6,1,Yes,Tier 2,1,6,4,6,8,7,8,4,No,1
4291,7.7,7,1,1,2,9,6,5,Yes,Tier 3,3,0,4,3,5,7,1,4,Yes,1
4292,5.4,6,3,2,7,4,2,7,No,Tier 2,0,6,8,10,9,6,8,4,No,0
4293,7.83,1,3,3,5,1,7,4,Yes,Tier 2,2,6,2,2,2,8,9,0,Yes,0
4294,9.54,3,0,0,7,3,2,7,Yes,Tier 1,4,8,3,5,6,3,7,0,Yes,0
4295,6.98,9,5,2,10,7,9,8,Yes,Tier 2,1,4,1,2,9,10,6,3,Yes,1
4296,6.48,10,2,3,7,10,2,2,No,Tier 1,0,7,7,8,5,7,9,0,No,1
4297,5.72,1,4,1,2,9,5,2,No,Tier 2,3,2,8,8,5,10,1,4,Yes,1
4298,5.76,2,1,3,2,6,8,5,Yes,Tier 1,2,0,2,7,5,3,1,2,No,1
4299,7.16,8,3,0,7,4,8,3,No,Tier 2,4,1,2,9,6,10,1,2,Yes,1
4300,7.98,7,5,2,3,2,4,4,Yes,Tier 3,3,4,1,5,8,1,1,0,No,0
4301,5.4,9,1,1,4,9,7,1,Yes,Tier 1,1,9,1,1,8,10,5,4,Yes,0
4302,9.7,10,4,0,7,8,8,4,Yes,Tier 1,4,8,4,2,1,10,7,2,Yes,1
4303,8.78,4,2,3,2,7,8,4,No,Tier 1,1,3,4,9,4,5,7,3,Yes,1
4304,7.93,4,0,2,2,2,5,4,No,Tier 3,3,6,8,2,9,6,8,2,No,0
4305,9.14,7,2,2,9,2,10,3,Yes,Tier 3,2,9,5,3,6,8,7,2,Yes,0
4306,5.4,1,0,0,1,8,2,2,Yes,Tier 1,4,6,4,5,5,9,4,1,Yes,0
4307,7.38,10,1,1,3,9,2,4,No,Tier 1,4,0,9,8,5,7,2,1,Yes,1
4308,8.15,9,2,0,10,9,5,8,No,Tier 1,5,1,6,10,4,2,6,4,Yes,1
4309,9.14,2,2,2,4,8,4,3,Yes,Tier 2,0,7,1,7,5,10,1,0,Yes,1
4310,8.92,1,2,2,5,1,4,6,Yes,Tier 2,4,3,7,10,2,6,5,1,Yes,1
4311,6.39,7,4,2,3,5,3,2,Yes,Tier 2,0,7,10,3,9,2,7,0,Yes,0
4312,9.7,6,1,1,9,7,9,1,Yes,Tier 1,3,7,8,5,3,1,7,3,Yes,1
4313,5.62,3,0,2,5,10,8,7,No,Tier 1,5,6,4,1,1,9,7,5,Yes,1
4314,9.38,1,2,2,7,6,4,6,Yes,Tier 1,3,1,3,9,2,4,3,4,Yes,1
4315,9.85,5,1,0,7,1,7,10,No,Tier 2,2,5,1,7,5,2,3,1,No,1
4316,5.89,10,5,2,9,10,8,4,No,Tier 1,3,0,8,3,10,4,2,1,Yes,1
4317,8.61,4,4,3,2,6,6,7,No,Tier 1,2,4,10,3,5,7,8,2,No,1
4318,5.2,5,4,0,3,4,2,6,No,Tier 2,1,3,9,2,3,6,10,3,Yes,0
4319,7.03,1,5,2,4,3,8,2,No,Tier 1,5,9,10,1,6,4,2,3,Yes,0
4320,7.58,1,1,0,8,4,3,4,Yes,Tier 2,0,1,10,4,4,5,9,5,No,1
4321,7.9,5,0,0,1,8,4,9,Yes,Tier 1,1,4,1,9,2,9,9,1,Yes,0
4322,9.68,6,1,3,9,6,4,8,Yes,Tier 3,2,0,10,5,4,5,5,5,No,0
4323,8.36,5,1,0,5,9,7,6,Yes,Tier 2,4,2,9,7,5,10,6,1,Yes,1
4324,7.41,2,3,0,4,5,8,1,Yes,Tier 2,0,6,10,7,6,8,2,2,No,0
4325,9.05,9,4,1,8,9,9,7,No,Tier 2,1,3,4,4,1,5,7,2,Yes,1
4326,9.75,5,0,2,9,4,1,1,Yes,Tier 3,1,6,5,7,7,3,7,1,Yes,0
4327,5.11,5,3,1,3,4,1,8,Yes,Tier 3,1,6,5,7,1,9,10,0,Yes,1
4328,9.91,10,5,2,4,6,7,3,Yes,Tier 2,3,5,6,7,4,4,5,4,Yes,1
4329,5.43,9,1,0,1,10,4,9,No,Tier 2,4,2,2,5,10,9,6,4,No,1
4330,9.07,3,5,2,3,7,10,5,No,Tier 1,1,9,2,5,4,1,2,2,Yes,1
4331,6.4,5,4,0,10,2,8,6,Yes,Tier 1,1,7,5,10,1,9,4,4,Yes,1
4332,5.66,5,3,2,5,4,5,4,Yes,Tier 2,1,9,5,2,9,1,7,4,Yes,1
4333,7.2,2,3,0,8,8,1,6,Yes,Tier 2,5,3,1,5,9,8,6,3,Yes,1
4334,8.22,4,0,2,1,9,2,9,Yes,Tier 3,4,1,9,2,3,2,7,1,Yes,0
4335,6.9,2,1,2,1,5,10,7,No,Tier 2,1,1,2,2,4,4,9,1,Yes,1
4336,5.27,5,0,2,3,6,3,2,Yes,Tier 1,0,0,7,9,1,6,9,1,Yes,0
4337,8.0,10,3,0,9,10,2,6,Yes,Tier 2,5,0,2,3,1,3,2,2,No,1
4338,9.51,2,3,2,9,7,9,9,Yes,Tier 2,3,0,8,6,3,10,3,3,Yes,1
4339,6.92,10,0,0,1,7,7,8,No,Tier 3,3,8,6,7,5,6,3,4,No,1
4340,6.08,9,3,1,4,3,2,1,Yes,Tier 2,1,2,8,4,9,9,3,3,Yes,1
4341,7.21,10,2,2,8,2,7,5,Yes,Tier 1,4,6,10,6,9,4,8,2,No,0
4342,5.24,6,4,3,2,10,10,6,Yes,Tier 2,4,4,7,7,2,3,2,0,Yes,0
4343,9.1,8,1,3,4,8,1,9,Yes,Tier 3,2,6,7,6,10,1,10,2,No,1
4344,9.13,9,4,0,7,9,5,4,No,Tier 3,2,6,8,4,5,3,9,1,Yes,1
4345,7.94,8,1,3,7,8,5,1,Yes,Tier 3,0,5,9,4,10,7,3,5,No,1
4346,6.77,5,3,0,5,8,9,6,Yes,Tier 3,0,4,8,3,3,4,3,0,No,1
4347,9.0,5,0,0,7,2,4,9,No,Tier 2,5,8,5,5,6,10,2,0,No,1
4348,7.77,6,0,3,6,4,4,6,No,Tier 2,4,6,3,1,3,9,9,3,Yes,1
4349,9.13,1,3,3,2,6,6,7,Yes,Tier 2,0,0,9,7,2,7,5,0,Yes,1
4350,8.16,8,1,1,9,8,2,10,Yes,Tier 3,2,7,8,9,10,3,8,1,Yes,1
4351,8.92,2,3,0,5,2,10,4,No,Tier 2,4,1,6,3,3,9,3,1,No,1
4352,7.99,6,1,3,2,8,6,2,Yes,Tier 2,2,4,2,10,2,7,7,1,Yes,0
4353,7.07,9,3,1,6,1,7,3,No,Tier 1,1,2,3,8,1,4,5,2,No,0
4354,9.79,3,3,1,10,6,4,1,Yes,Tier 2,5,4,1,5,7,5,6,3,No,1
4355,7.71,2,3,0,5,8,10,2,Yes,Tier 2,1,9,7,2,6,4,2,2,No,0
4356,8.03,10,0,2,2,8,9,7,No,Tier 2,0,9,8,1,4,8,3,4,No,0
4357,6.1,5,1,3,10,7,5,9,Yes,Tier 2,2,7,10,10,3,3,5,1,Yes,1
4358,8.13,9,5,3,10,7,3,9,Yes,Tier 3,4,9,7,10,6,8,9,3,Yes,1
4359,7.86,6,3,3,7,10,9,9,No,Tier 3,4,0,10,9,4,2,5,1,Yes,0
4360,5.92,8,4,3,10,9,1,1,Yes,Tier 1,0,7,7,5,6,4,7,0,No,1
4361,5.3,8,4,3,2,2,8,7,No,Tier 2,5,1,5,4,9,5,5,3,Yes,0
4362,8.02,7,0,3,7,1,1,7,Yes,Tier 1,2,3,9,1,7,4,2,3,No,1
4363,8.82,5,2,1,6,2,10,9,Yes,Tier 1,0,5,2,10,3,2,3,5,No,0
4364,7.62,2,5,0,4,3,8,9,Yes,Tier 2,4,7,5,1,4,4,7,4,Yes,0
4365,6.13,10,0,1,4,9,5,1,Yes,Tier 2,1,5,8,9,9,6,6,2,No,1
4366,8.33,10,2,3,6,10,7,10,No,Tier 1,5,2,8,10,6,4,5,2,Yes,1
4367,5.4,5,0,0,9,7,8,5,No,Tier 2,2,3,10,3,2,2,5,1,Yes,1
4368,7.21,7,4,3,10,5,1,2,Yes,Tier 1,0,1,9,6,10,3,10,1,Yes,1
4369,5.82,7,3,0,6,5,1,6,Yes,Tier 2,1,8,2,4,8,8,10,0,Yes,1
4370,5.92,2,1,1,6,6,7,2,No,Tier 3,3,8,8,9,3,2,3,0,No,0
4371,6.01,7,3,0,1,2,1,6,Yes,Tier 1,2,6,6,3,3,5,4,3,Yes,1
4372,6.93,6,4,1,5,1,4,7,No,Tier 2,4,9,3,9,5,7,2,0,Yes,1
4373,5.26,7,1,3,1,1,6,6,No,Tier 1,4,4,7,7,9,4,5,4,Yes,1
4374,6.99,8,2,0,9,3,2,1,Yes,Tier 2,3,2,2,3,10,9,9,3,No,1
4375,7.56,4,2,2,10,1,10,4,Yes,Tier 3,2,0,2,7,7,3,2,2,No,1
4376,7.42,1,4,2,4,9,5,3,No,Tier 1,0,5,10,1,8,8,5,5,Yes,0
4377,6.91,8,1,1,2,10,10,5,No,Tier 2,2,3,2,1,7,7,1,0,No,1
4378,9.2,8,3,1,9,5,10,7,Yes,Tier 1,2,1,3,3,8,2,4,0,No,1
4379,5.73,3,4,1,6,9,10,3,Yes,Tier 2,5,9,7,6,8,10,5,0,Yes,1
4380,7.53,3,2,1,10,5,6,1,No,Tier 2,5,6,2,6,2,2,7,1,No,1
4381,5.31,5,4,3,3,1,5,9,Yes,Tier 2,3,1,6,6,2,7,2,1,No,1
4382,5.36,3,3,2,2,7,10,6,Yes,Tier 2,4,1,8,2,9,5,6,5,Yes,1
4383,7.87,5,0,1,6,7,8,6,Yes,Tier 2,1,7,8,10,4,6,4,4,No,1
4384,7.83,8,5,0,10,4,4,4,Yes,Tier 2,4,7,4,5,6,3,9,4,Yes,0
4385,9.39,1,5,0,6,3,8,1,Yes,Tier 2,2,7,5,3,7,5,6,0,Yes,0
4386,7.79,2,5,3,9,1,3,9,Yes,Tier 2,4,3,2,1,1,4,7,1,Yes,0
4387,9.8,2,0,1,5,7,7,10,No,Tier 2,3,6,1,7,8,1,5,0,Yes,1
4388,5.24,4,3,0,9,5,5,7,Yes,Tier 1,5,7,5,3,1,10,7,4,Yes,1
4389,5.49,9,1,1,5,10,5,10,No,Tier 2,5,8,10,6,10,2,8,3,Yes,1
4390,5.22,2,4,0,2,1,6,7,No,Tier 1,1,1,9,3,8,8,2,1,No,1
4391,5.93,9,3,3,1,1,5,7,Yes,Tier 2,1,9,4,1,1,10,8,5,Yes,1
4392,7.71,7,0,0,9,3,1,7,Yes,Tier 2,0,6,1,2,2,6,2,0,No,0
4393,8.23,10,2,1,10,3,9,8,Yes,Tier 1,5,3,1,7,2,10,8,5,Yes,1
4394,5.23,8,5,1,7,2,4,8,Yes,Tier 2,4,9,10,5,4,9,10,3,Yes,1
4395,9.73,1,5,3,3,8,5,3,No,Tier 2,5,2,4,6,2,10,2,0,No,1
4396,9.21,5,3,2,6,8,1,8,Yes,Tier 1,5,5,2,3,6,7,4,5,Yes,1
4397,6.48,9,5,1,10,6,3,4,Yes,Tier 1,4,5,4,9,7,2,7,5,Yes,1
4398,5.39,4,5,2,4,5,3,7,Yes,Tier 2,3,7,3,3,1,1,9,2,Yes,0
4399,5.85,2,3,1,9,6,8,5,Yes,Tier 3,4,5,3,4,2,9,7,3,Yes,1
4400,5.63,6,3,3,2,1,8,4,Yes,Tier 2,3,9,3,1,7,2,8,0,No,1
4401,5.62,2,0,0,4,2,9,4,Yes,Tier 2,0,0,1,10,3,9,3,4,Yes,0
4402,7.59,3,0,2,1,7,10,6,Yes,Tier 2,2,4,7,2,5,4,2,5,Yes,0
4403,6.23,8,5,0,7,1,7,2,Yes,Tier 2,4,6,5,1,2,4,4,2,Yes,1
4404,6.79,3,3,3,4,8,6,5,Yes,Tier 2,2,2,7,5,3,9,5,4,No,1
4405,9.95,2,3,3,5,3,8,8,No,Tier 3,0,9,3,1,10,9,2,3,Yes,1
4406,8.42,6,5,3,1,4,3,2,Yes,Tier 3,4,8,9,4,6,2,6,4,Yes,1
4407,9.74,3,1,1,2,7,10,5,No,Tier 2,4,2,1,10,7,2,2,4,No,1
4408,5.71,1,2,1,4,10,10,7,Yes,Tier 2,2,9,5,10,4,2,7,3,Yes,1
4409,6.91,3,4,1,2,7,10,5,No,Tier 2,0,5,9,5,10,9,7,4,Yes,1
4410,7.77,6,4,1,1,2,8,10,Yes,Tier 2,0,1,2,8,8,3,5,3,Yes,1
4411,5.38,3,5,2,10,5,3,9,No,Tier 2,2,3,9,4,2,1,8,0,No,1
4412,5.02,9,4,3,1,8,2,9,No,Tier 2,2,1,10,2,4,2,2,1,Yes,1
4413,8.35,7,0,2,6,9,9,8,No,Tier 1,4,8,7,7,5,7,8,5,No,1
4414,8.21,5,0,1,2,5,1,9,No,Tier 2,5,1,7,9,3,1,9,4,Yes,1
4415,7.05,2,1,0,3,2,10,2,No,Tier 2,0,7,4,10,4,6,5,2,Yes,1
4416,7.45,9,5,2,5,4,10,3,No,Tier 2,5,3,3,3,5,6,5,3,Yes,1
4417,7.08,5,0,0,3,5,2,4,No,Tier 1,1,1,6,8,5,7,4,4,Yes,0
4418,5.12,7,5,1,6,6,7,5,No,Tier 1,0,6,1,1,4,1,4,3,Yes,1
4419,6.68,9,5,2,7,6,1,10,Yes,Tier 1,4,3,3,9,7,8,10,2,No,1
4420,5.89,4,3,2,10,1,5,2,Yes,Tier 3,2,8,9,3,2,8,5,0,Yes,1
4421,5.49,9,2,2,6,6,9,10,No,Tier 1,4,1,4,7,5,2,5,4,Yes,1
4422,9.78,1,2,0,2,10,9,4,Yes,Tier 2,1,7,5,8,3,9,5,3,Yes,1
4423,8.0,6,5,1,9,1,4,4,Yes,Tier 1,0,0,6,4,9,3,4,5,Yes,1
4424,8.64,2,2,3,2,5,10,5,Yes,Tier 2,5,9,8,2,4,6,4,1,Yes,1
4425,6.58,8,2,3,6,7,2,6,No,Tier 1,1,3,3,1,3,3,7,4,Yes,1
4426,6.97,5,4,1,9,8,9,1,Yes,Tier 1,5,2,9,5,6,4,4,4,No,1
4427,6.18,3,4,2,9,5,4,6,No,Tier 3,5,8,8,8,9,7,5,0,Yes,1
4428,5.48,2,3,3,2,2,3,9,Yes,Tier 1,5,3,9,1,4,3,8,1,Yes,1
4429,5.9,8,1,2,9,3,3,3,Yes,Tier 1,0,4,5,6,2,3,6,3,Yes,0
4430,8.99,7,0,1,8,7,7,2,Yes,Tier 2,4,9,7,9,8,1,1,3,No,1
4431,8.39,9,0,0,7,10,2,8,Yes,Tier 1,1,2,6,8,2,6,4,5,Yes,1
4432,7.73,8,4,2,8,4,5,2,Yes,Tier 2,4,1,2,8,4,1,8,1,Yes,1
4433,7.38,4,5,0,10,1,2,8,Yes,Tier 3,4,7,3,5,2,2,6,5,No,1
4434,9.61,2,2,0,8,3,7,10,No,Tier 1,4,8,6,9,9,1,7,2,Yes,1
4435,5.36,2,3,1,1,10,7,4,Yes,Tier 2,5,7,8,7,1,9,4,4,Yes,1
4436,6.4,2,1,1,9,2,3,9,Yes,Tier 1,1,2,3,7,1,5,3,3,Yes,1
4437,6.75,6,4,0,6,9,3,4,No,Tier 2,0,0,1,5,7,8,4,3,Yes,1
4438,8.91,7,5,0,1,1,8,1,Yes,Tier 3,4,1,10,9,7,9,3,0,Yes,1
4439,9.96,6,3,3,1,9,7,8,Yes,Tier 2,4,6,6,4,8,1,1,1,Yes,1
4440,6.2,2,5,3,7,10,4,1,Yes,Tier 2,2,8,9,6,3,6,2,4,No,0
4441,9.37,4,3,1,10,5,2,5,Yes,Tier 1,5,1,3,4,4,8,4,0,Yes,1
4442,9.15,3,4,2,2,6,3,7,Yes,Tier 1,5,5,9,1,3,6,6,2,No,0
4443,6.12,4,3,0,6,6,3,3,Yes,Tier 2,2,8,3,1,10,7,6,3,No,1
4444,7.0,5,2,2,5,6,5,6,Yes,Tier 2,1,9,2,9,2,3,9,0,Yes,1
4445,7.05,7,3,0,5,9,7,1,Yes,Tier 2,5,3,3,2,6,8,3,2,Yes,1
4446,9.89,9,1,1,10,9,4,6,Yes,Tier 1,5,4,4,7,3,1,1,4,Yes,1
4447,5.9,2,3,2,6,10,1,5,No,Tier 2,3,7,6,4,4,6,6,0,Yes,1
4448,9.0,8,0,1,8,7,3,2,No,Tier 1,4,4,9,8,1,5,1,1,Yes,1
4449,6.67,3,3,0,5,3,3,4,Yes,Tier 2,1,4,2,1,8,8,9,1,Yes,1
4450,8.65,9,5,1,8,7,1,7,Yes,Tier 3,0,3,9,1,2,4,8,0,Yes,0
4451,7.1,10,4,2,5,5,8,6,Yes,Tier 3,5,6,9,5,9,5,1,5,No,1
4452,7.89,4,0,3,10,9,4,10,Yes,Tier 2,5,2,10,1,7,6,1,1,Yes,1
4453,9.16,3,4,1,6,8,5,6,Yes,Tier 1,1,4,8,1,7,6,8,2,No,1
4454,9.02,10,5,2,8,10,3,9,Yes,Tier 3,4,7,6,9,1,7,2,0,Yes,1
4455,9.33,6,1,1,2,6,4,2,No,Tier 2,0,8,5,10,2,5,2,4,No,1
4456,5.3,10,2,1,7,5,1,1,No,Tier 2,5,6,2,6,5,9,1,3,Yes,1
4457,8.46,9,1,3,3,10,4,2,No,Tier 1,2,6,5,9,3,6,3,3,Yes,1
4458,5.7,7,0,2,9,2,2,3,No,Tier 2,4,6,7,3,8,4,6,0,No,1
4459,7.08,4,5,2,10,3,10,9,No,Tier 2,2,0,2,5,9,1,4,0,Yes,1
4460,7.74,3,5,2,7,3,6,10,No,Tier 2,4,8,2,6,4,3,6,2,Yes,1
4461,7.01,10,2,0,3,4,2,9,Yes,Tier 3,5,2,6,9,6,9,2,2,Yes,1
4462,7.6,4,3,1,8,3,9,5,Yes,Tier 1,0,9,6,8,9,3,5,0,No,0
4463,9.98,3,0,3,10,7,2,7,No,Tier 2,4,3,1,7,5,5,10,1,Yes,0
4464,5.68,3,2,2,2,6,4,3,No,Tier 1,4,4,3,6,7,1,2,5,Yes,1
4465,8.38,9,4,3,10,8,4,10,No,Tier 2,1,9,2,10,2,3,3,4,Yes,1
4466,6.98,4,2,0,8,2,1,2,Yes,Tier 1,3,4,6,10,4,6,2,4,No,1
4467,5.67,9,4,0,7,2,7,6,Yes,Tier 2,1,9,1,8,9,9,7,2,Yes,1
4468,5.79,10,4,3,5,1,1,6,Yes,Tier 2,3,7,4,4,10,8,6,1,Yes,1
4469,9.75,5,5,2,4,5,8,5,No,Tier 2,3,2,4,7,2,8,3,2,No,1
4470,9.4,7,2,3,10,7,3,1,No,Tier 1,5,3,1,1,4,8,6,5,Yes,1
4471,9.54,5,5,2,10,9,8,10,Yes,Tier 3,0,5,8,3,9,5,3,0,Yes,0
4472,9.96,1,5,2,1,5,8,2,No,Tier 2,4,6,7,10,9,7,7,0,Yes,1
4473,6.04,2,1,0,4,1,10,7,Yes,Tier 3,2,3,9,6,6,9,4,4,No,1
4474,6.78,5,1,3,6,3,10,10,Yes,Tier 2,4,1,10,3,6,4,7,0,Yes,1
4475,8.35,6,5,0,6,8,5,2,Yes,Tier 2,3,0,3,7,2,4,10,0,Yes,1
4476,7.42,7,5,1,2,3,3,5,Yes,Tier 2,3,8,7,10,3,2,4,1,Yes,0
4477,7.09,2,4,0,9,7,9,10,No,Tier 2,5,8,4,8,1,9,9,0,No,1
4478,6.79,10,5,2,1,10,1,4,No,Tier 2,0,5,3,8,9,3,5,4,Yes,1
4479,7.97,9,0,3,4,3,1,10,No,Tier 2,1,6,3,1,2,5,10,3,No,1
4480,7.88,6,2,1,4,2,2,1,Yes,Tier 2,3,6,4,4,6,5,8,4,No,1
4481,5.81,2,0,1,2,10,10,5,Yes,Tier 2,3,0,2,5,4,9,8,5,Yes,1
4482,7.36,2,1,1,8,6,6,1,Yes,Tier 1,1,5,7,9,10,4,7,1,Yes,1
4483,7.77,3,0,1,2,2,2,3,Yes,Tier 1,2,6,1,2,3,10,10,0,Yes,0
4484,7.85,1,3,3,2,10,4,9,Yes,Tier 2,1,7,6,2,10,3,4,0,No,0
4485,6.05,9,3,2,2,5,6,7,No,Tier 2,1,8,6,6,10,1,9,0,No,0
4486,8.71,10,1,1,1,5,2,2,No,Tier 2,1,5,3,1,5,10,5,5,Yes,1
4487,5.13,4,0,2,5,5,4,5,No,Tier 2,3,1,2,2,9,4,1,2,No,0
4488,6.77,5,2,0,4,6,7,4,Yes,Tier 2,2,0,9,2,5,2,4,2,Yes,0
4489,8.9,7,1,2,2,3,1,7,No,Tier 3,0,6,2,9,6,7,10,3,Yes,1
4490,7.82,1,3,1,1,10,9,4,No,Tier 2,0,4,1,8,5,8,4,2,Yes,0
4491,6.31,3,1,0,1,5,10,9,Yes,Tier 2,0,7,3,10,9,2,5,2,No,0
4492,8.47,3,0,0,2,8,10,3,Yes,Tier 2,5,0,4,8,7,10,5,5,Yes,1
4493,7.84,2,0,0,1,4,7,6,Yes,Tier 1,4,6,7,6,5,4,4,1,Yes,1
4494,8.98,8,0,1,9,5,9,5,No,Tier 1,4,0,10,8,9,1,8,4,Yes,1
4495,8.68,5,4,2,2,1,7,10,No,Tier 2,0,8,4,6,7,1,6,4,Yes,1
4496,8.05,1,0,3,3,1,1,8,Yes,Tier 1,2,1,7,3,2,7,3,3,Yes,1
4497,7.44,2,5,2,9,8,7,1,Yes,Tier 2,1,9,9,10,8,2,9,1,No,1
4498,5.67,1,3,1,5,2,9,10,Yes,Tier 3,1,8,9,10,7,8,10,5,Yes,0
4499,6.31,6,3,1,8,10,8,2,No,Tier 2,3,9,9,5,2,10,4,5,Yes,1
4500,7.1,9,4,0,7,10,4,7,Yes,Tier 3,3,5,4,2,3,9,1,0,Yes,1
4501,8.0,7,3,2,6,7,5,1,No,Tier 1,3,3,6,9,8,7,4,5,Yes,1
4502,7.57,5,3,1,2,7,3,5,No,Tier 3,1,3,1,7,5,1,10,5,No,1
4503,6.44,3,1,1,4,9,10,8,No,Tier 3,5,3,5,1,2,3,7,3,No,1
4504,5.03,8,0,3,9,1,10,10,Yes,Tier 3,4,8,3,5,10,4,4,5,Yes,1
4505,7.48,10,5,2,7,2,2,5,Yes,Tier 2,4,9,6,4,7,8,9,4,Yes,1
4506,6.43,4,5,0,3,1,3,5,Yes,Tier 1,5,4,6,7,2,10,6,4,Yes,0
4507,8.67,9,1,0,6,1,7,9,Yes,Tier 3,0,1,6,8,3,7,3,5,Yes,1
4508,5.12,5,5,0,8,4,8,5,No,Tier 1,3,3,9,7,1,2,1,5,No,1
4509,7.92,6,1,2,8,8,2,1,No,Tier 2,4,4,6,4,9,7,8,4,Yes,1
4510,9.71,5,5,1,8,10,9,3,Yes,Tier 2,3,2,1,2,5,10,3,0,Yes,1
4511,5.87,10,3,1,8,8,4,5,No,Tier 3,1,0,6,5,9,4,9,5,Yes,1
4512,7.36,7,2,3,10,9,2,8,Yes,Tier 2,2,8,2,3,1,7,6,4,Yes,1
4513,5.46,7,0,3,6,2,7,10,Yes,Tier 2,3,1,5,1,10,6,9,1,Yes,1
4514,8.13,1,2,1,10,7,2,2,Yes,Tier 2,0,0,3,10,2,5,4,3,Yes,1
4515,7.75,2,3,1,3,4,7,4,Yes,Tier 2,2,7,10,6,9,2,4,2,Yes,1
4516,7.04,7,4,2,9,3,8,4,Yes,Tier 2,2,1,2,3,8,10,1,2,Yes,1
4517,7.61,8,1,3,3,4,9,3,Yes,Tier 2,4,6,2,6,1,10,4,4,No,1
4518,9.48,4,5,0,4,4,1,6,Yes,Tier 1,2,0,6,4,10,4,4,2,Yes,1
4519,5.98,6,5,0,10,3,2,10,Yes,Tier 3,0,7,1,6,10,7,1,2,No,1
4520,5.11,10,3,0,1,9,2,2,No,Tier 1,4,0,5,5,6,5,4,4,Yes,0
4521,9.31,3,5,0,2,8,7,3,Yes,Tier 2,5,4,4,1,5,3,2,4,Yes,1
4522,7.89,7,3,1,6,10,6,2,No,Tier 1,2,9,10,7,10,9,2,2,Yes,1
4523,9.45,3,2,1,1,2,9,10,No,Tier 1,2,6,1,2,3,3,3,2,Yes,1
4524,7.98,7,4,2,9,3,3,8,No,Tier 2,5,6,10,1,4,10,1,0,No,1
4525,9.05,8,1,0,8,10,8,2,Yes,Tier 2,0,0,9,5,10,10,9,0,Yes,0
4526,7.15,3,5,1,2,7,5,5,Yes,Tier 2,5,6,10,6,9,6,5,5,Yes,0
4527,8.75,2,4,1,2,5,5,4,No,Tier 1,4,0,4,2,9,8,1,4,Yes,1
4528,9.57,6,4,1,8,1,10,1,Yes,Tier 3,4,2,2,9,6,4,2,0,Yes,1
4529,7.86,4,4,0,8,1,5,7,No,Tier 2,5,1,7,6,9,2,4,2,Yes,0
4530,5.9,8,0,1,1,8,8,6,No,Tier 2,2,1,1,10,8,7,10,3,Yes,1
4531,6.34,2,4,3,5,6,7,10,Yes,Tier 1,5,1,2,2,8,1,1,4,Yes,1
4532,5.99,4,3,0,2,4,7,1,Yes,Tier 2,0,7,3,2,4,8,4,4,Yes,0
4533,6.23,2,0,0,1,3,4,9,No,Tier 2,5,2,4,3,5,9,3,5,No,1
4534,6.53,2,0,3,3,9,6,4,Yes,Tier 2,1,3,2,6,8,10,1,4,Yes,0
4535,7.78,2,4,2,3,9,1,1,Yes,Tier 2,0,3,7,8,3,10,6,0,No,1
4536,7.94,1,5,2,10,4,6,8,Yes,Tier 1,2,5,8,1,8,8,9,2,Yes,1
4537,7.13,4,5,0,9,8,5,1,Yes,Tier 2,2,3,6,2,7,9,9,2,Yes,1
4538,8.08,2,5,0,10,4,1,2,Yes,Tier 2,1,0,1,3,8,2,6,5,No,1
